"H0004900","H0005001","R0000100","R0009600","R0173600","R0214800","T1298000","T1298100","T1298200","T1298300","T1298400","T2056800","T2056900","T2057000","T2057700","T2057800","T2209900","T2210000","T2210800","T2212300","T2217800","T2326500","T2326600","T2326700","T2326800","T2326900","T3027200","T3027300","T3027400","T3028100","T3028200","T3107700","T3107800","T3110200","T3115800","T3308700","T3308800","T3308900","T3309000","T3309100","T3958000","T3958100","T3958200","T3958900","T3959000","T4112200","T4112300","T4114700","T4120300","T4282800","T4282900","T4283000","T4283100","T4283200","T4895700","T4895800","T4895900","T4896600","T4896700","T5022500","T5022600","T5026000","T5031500","T5256900","T5257000","T5257100","T5257200","T5257300","T5599700","T5599800","T5599900","T5600600","T5600700","T5770700","T5770800","T5774100","T5779700","T8428300","T8428400","T8428500","T8428600","T8428700","T8624900","T8625300","T8625400","T8787800","T8787900","T8790500","T8796100","T8982400","T8982500","T8982600","T8982700","T8982800","T9183100","T9183800","T9183900","T9299600","T9299700","T9302300","T9307900"
0,-4,7266,1,10,1,-4,-4,-4,-4,-4,1,3,3,7,2,3,53000,45,-3,1,2310,-4,-4,-4,-4,1,3,3,7,2,3,121000,-3,1,2310,-4,-4,-4,-4,4,2,2,3,2,3,72000,-4,1,2310,-4,-4,-4,-4,1,3,3,4,2,3,133000,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,7267,1,10,1,9130,-4,-4,-4,-4,3,4,5,1,2,1,46000,51,3,0,9150,-4,-4,-4,-4,4,5,5,5,2,1,35000,2,0,9150,-4,-4,-4,-4,3,3,3,7,1,2,-1,3,0,9150,-4,-4,-4,-4,3,2,2,2,1,2,-1,2,0,4220,9150,-4,-4,-4,3,5,3,0,2,2,-1,2,0,4220,-4,-4,-4,-4,-4,-4,-4,2,-3,2,0,4220,-4,-4,-4,-4,3,1,1,1,-3,3,0
0,-4,7268,1,10,1,9130,-4,-4,-4,-4,1,5,5,3,2,1,49000,45,2,0,9130,-4,-4,-4,-4,1,5,5,2,2,1,48000,2,0,9130,-4,-4,-4,-4,3,5,5,4,2,2,48000,2,1,9130,-4,-4,-4,-4,3,3,3,2,2,2,52000,2,1,9130,-4,-4,-4,-4,3,4,4,3,2,2,50000,2,1,9130,-4,-4,-4,-4,-4,2,2,2,46000,2,1,9130,-4,-4,-4,-4,4,2,2,2,65760,2,1
0,-4,7269,19,11,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,7270,6,9,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,7271,1,13,2,430,-4,-4,-4,-4,1,1,1,2,2,3,98000,50,2,2,2200,110,-4,-4,-4,1,2,1,2,2,3,133550,2,2,2200,-4,-4,-4,-4,1,2,1,2,2,4,31200,2,2,2200,-4,-4,-4,-4,1,1,1,7,2,3,32000,2,1,2200,-4,-4,-4,-4,1,1,1,1,2,3,20000,2,1,-4,-4,-4,-4,-4,-4,1,2,3,-3,2,1,-4,-4,-4,-4,-4,1,3,2,3,-3,2,1
-4,-4,7272,1,10,1,-4,-4,-4,-4,-4,4,1,1,1,1,1,6912,48,3,0,-4,-4,-4,-4,-4,2,1,1,0,2,1,10667,3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,7273,1,10,1,9130,-4,-4,-4,-4,4,2,3,2,2,1,35000,47,4,0,9130,-4,-4,-4,-4,4,3,3,5,2,1,20610,4,0,9130,-4,-4,-4,-4,3,2,2,3,2,1,0,4,0,9130,-4,-4,-4,-4,4,3,2,0,1,1,30000,4,0,9130,-4,-4,-4,-4,4,1,1,0,2,1,45000,4,0,9130,-4,-4,-4,-4,-4,1,2,1,1535,3,0,-4,-4,-4,-4,-4,3,0,2,1,12200,3,0
0,-4,7274,1,13,2,2100,-4,-4,-4,-4,3,2,2,2,2,3,-2,44,2,1,2100,-4,-4,-4,-4,4,1,1,0,1,2,145200,2,1,2100,-4,-4,-4,-4,1,1,1,2,2,2,150000,2,1,2100,-4,-4,-4,-4,1,1,3,0,2,2,151000,2,1,2100,-4,-4,-4,-4,1,2,2,0,2,2,151100,2,1,2100,-4,-4,-4,-4,-4,1,2,2,175000,2,1,2100,-4,-4,-4,-4,1,0,2,1,165000,2,0
0,-4,7275,1,13,2,4810,-4,-4,-4,-4,3,5,5,1,1,1,32000,45,2,0,4810,-4,-4,-4,-4,4,4,4,28,2,1,38000,2,0,4810,-4,-4,-4,-4,4,5,5,7,2,1,33000,2,0,4810,-4,-4,-4,-4,4,5,5,0,2,1,31000,2,0,4810,-4,-4,-4,-4,4,5,5,0,2,1,32600,3,0,4810,-4,-4,-4,-4,-4,7,2,2,81472,2,1,4810,-4,-4,-4,-4,4,7,2,1,-3,4,0
0,-4,7276,1,13,2,5550,-4,-4,-4,-4,1,3,1,5,2,1,48000,45,3,0,6260,5550,-4,-4,-4,4,3,3,1,1,1,60000,3,0,6260,-4,-4,-4,-4,3,1,3,5,2,1,62000,2,0,6260,-4,-4,-4,-4,4,3,5,7,2,1,65000,2,0,6260,-4,-4,-4,-4,3,1,1,6,2,1,62000,3,0,6260,-4,-4,-4,-4,-4,-4,-4,1,73000,3,0,6260,-4,-4,-4,-4,3,5,2,1,76000,3,0
0,-4,7277,1,10,1,4720,-4,-4,-4,-4,4,5,5,15,1,2,0,45,2,0,4720,-4,-4,-4,-4,3,5,5,2,1,2,23000,2,0,4720,-4,-4,-4,-4,4,5,5,5,1,2,20000,2,0,4720,-4,-4,-4,-4,4,5,5,50,2,1,20000,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,7278,1,13,2,4230,-4,-4,-4,-4,3,5,5,2,1,3,15000,50,2,2,4230,-4,-4,-4,-4,4,5,5,7,2,3,35000,2,2,4230,-4,-4,-4,-4,4,5,5,2,1,4,-2,2,1,-4,-4,-4,-4,-4,4,5,5,2,1,4,38400,2,1,-4,-4,-4,-4,-4,4,5,5,1,1,4,36000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,4,95400,2,0,-4,-4,-4,-4,-4,4,1,1,3,11400,2,0
0,-4,7279,1,10,1,9600,-4,-4,-4,-4,3,3,3,0,2,4,25000,49,2,2,9600,-4,-4,-4,-4,3,3,3,5,2,4,30000,2,2,9600,-4,-4,-4,-4,3,3,5,2,2,4,30000,2,2,9600,-4,-4,-4,-4,3,5,4,7,2,4,32000,2,2,9600,-4,-4,-4,-4,3,5,5,0,2,4,35000,2,2,9600,-4,-4,-4,-4,-4,0,1,4,40000,2,2,9600,-4,-4,-4,-4,3,1,1,3,-3,2,1
0,-4,7280,1,10,1,4020,-4,-4,-4,-4,3,5,5,3,2,4,1161,47,2,0,-4,-4,-4,-4,-4,3,4,4,1,1,4,-2,2,0,-4,-4,-4,-4,-4,3,5,5,2,2,4,2400,2,0,-4,-4,-4,-4,-4,3,4,4,3,2,4,2364,2,0,-4,-4,-4,-4,-4,3,3,4,3,2,3,2364,2,0,-4,-4,-4,-4,-4,3,3,2,3,5000,2,0,-4,-4,-4,-4,-4,3,3,2,1,6000,2,0
0,-4,7281,1,10,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,7282,1,13,2,8300,4230,-4,-4,-4,3,5,5,7,2,3,-2,44,2,0,9640,-4,-4,-4,-4,4,5,5,21,2,3,-2,2,0,-4,-4,-4,-4,-4,3,5,3,7,2,3,-2,2,0,-4,-4,-4,-4,-4,1,5,1,7,2,3,-2,2,0,-4,-4,-4,-4,-4,1,5,5,1,1,3,13580,2,0,-4,-4,-4,-4,-4,-4,1,1,2,41160,2,0,4610,-4,-4,-4,-4,4,7,2,2,8040,2,0
0,-4,7283,1,13,2,4230,4230,-4,-4,-4,4,5,5,3,2,3,27000,44,2,0,7700,-4,-4,-4,-4,4,5,5,7,2,3,4800,2,0,7700,-4,-4,-4,-4,4,5,5,7,2,3,-2,2,0,7700,-4,-4,-4,-4,4,5,5,3,2,3,-2,2,0,7700,-4,-4,-4,-4,4,5,5,3,2,3,30000,2,0,7700,-4,-4,-4,-4,-4,1,1,1,40000,2,0,7700,-4,-4,-4,-4,1,3,2,1,32000,2,0
0,-4,7284,1,13,2,2000,5240,-4,-4,-4,1,1,1,2,2,2,35000,46,2,1,2000,-4,-4,-4,-4,3,1,1,0,1,2,35000,2,1,2000,-4,-4,-4,-4,1,1,1,0,2,2,35000,2,1,2000,-4,-4,-4,-4,1,1,1,0,2,2,37000,2,1,2000,-4,-4,-4,-4,1,1,1,0,1,2,42000,2,1,2000,-4,-4,-4,-4,-4,-4,-4,2,0,2,1,2000,-4,-4,-4,-4,1,0,2,2,50000,2,1
0,-4,7285,1,13,2,1010,-4,-4,-4,-4,4,1,1,3,2,3,64000,45,2,2,1010,-4,-4,-4,-4,1,1,1,0,2,3,62020,2,2,1010,-4,-4,-4,-4,3,1,1,0,2,3,62000,2,2,1020,-4,-4,-4,-4,4,1,1,0,2,3,79100,2,2,1000,-4,-4,-4,-4,4,1,1,1,2,4,84000,2,2,1000,-4,-4,-4,-4,-4,-4,-4,3,93020,3,1,1530,-4,-4,-4,-4,4,0,2,3,103020,2,1
0,-4,7286,1,13,2,800,-4,-4,-4,-4,3,1,1,2,2,4,190000,44,2,2,800,-4,-4,-4,-4,3,2,2,0,2,4,156610,2,2,850,800,-4,-4,-4,3,2,2,1,2,4,150000,2,2,120,850,-4,-4,-4,3,1,2,0,2,4,595986,2,2,430,50,120,-4,-4,3,2,2,1,2,2,262000,2,0,120,120,-4,-4,-4,-4,-4,-4,2,215000,2,1,120,-4,-4,-4,-4,3,0,2,2,180000,2,1
-4,-4,7287,6,12,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,7288,5,12,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,7289,12,9,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,7290,6,9,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,7291,3,12,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,7292,15,11,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,7293,1,13,2,2300,-4,-4,-4,-4,1,1,1,2,2,3,59000,49,3,0,2340,-4,-4,-4,-4,1,1,1,0,2,2,63000,3,0,2310,-4,-4,-4,-4,1,1,1,0,2,2,-2,3,0,2300,-4,-4,-4,-4,1,1,1,0,2,2,-2,3,0,2300,-4,-4,-4,-4,1,1,1,0,2,2,69000,3,0,2300,-4,-4,-4,-4,-4,-4,-4,1,78000,3,0,2310,-4,-4,-4,-4,1,1,2,1,74244,3,0
0,-4,7294,1,10,1,4020,4020,-4,-4,-4,3,2,1,7,2,1,9000,47,3,0,4020,-4,-4,-4,-4,4,2,1,0,2,2,9000,3,0,-4,-4,-4,-4,-4,3,2,2,1,1,7,16000,2,3,4000,4020,-4,-4,-4,2,2,2,7,2,5,-1,2,1,4000,-4,-4,-4,-4,4,2,1,1,1,5,72000,2,1,4020,-4,-4,-4,-4,-4,-4,-4,1,-3,2,0,4020,-4,-4,-4,-4,4,15,2,1,24000,2,0
