"H0004900","H0005001","R0000100","R0009600","R0173600","R0214800","T1298000","T1298100","T1298200","T1298300","T1298400","T2056800","T2056900","T2057000","T2057700","T2057800","T2209900","T2210000","T2210800","T2212300","T2217800","T2326500","T2326600","T2326700","T2326800","T2326900","T3027200","T3027300","T3027400","T3028100","T3028200","T3107700","T3107800","T3110200","T3115800","T3308700","T3308800","T3308900","T3309000","T3309100","T3958000","T3958100","T3958200","T3958900","T3959000","T4112200","T4112300","T4114700","T4120300","T4282800","T4282900","T4283000","T4283100","T4283200","T4895700","T4895800","T4895900","T4896600","T4896700","T5022500","T5022600","T5026000","T5031500","T5256900","T5257000","T5257100","T5257200","T5257300","T5599700","T5599800","T5599900","T5600600","T5600700","T5770700","T5770800","T5774100","T5779700","T8428300","T8428400","T8428500","T8428600","T8428700","T8624900","T8625300","T8625400","T8787800","T8787900","T8790500","T8796100","T8982400","T8982500","T8982600","T8982700","T8982800","T9183100","T9183800","T9183900","T9299600","T9299700","T9302300","T9307900"
-4,-4,23,6,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,24,6,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,25,6,5,2,3640,-4,-4,-4,-4,3,3,3,0,2,4,213000,48,2,2,3640,-4,-4,-4,-4,4,2,4,0,1,4,440692,2,2,3640,-4,-4,-4,-4,3,2,4,0,2,4,185000,2,2,3640,-4,-4,-4,-4,4,3,3,0,2,3,146000,2,1,3640,-4,-4,-4,-4,3,2,4,0,1,2,172000,2,0,3640,-4,-4,-4,-4,-4,2,2,2,218345,2,0,3640,-4,-4,-4,-4,3,0,2,2,225000,2,0
-4,-4,26,3,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9030,-4,-4,-4,-4,1,2,4,0,2,5,95000,2,3,9030,-4,-4,-4,-4,4,3,3,0,2,5,105000,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,27,3,5,2,5140,-4,-4,-4,-4,1,2,3,0,2,4,265874,47,2,2,5120,5140,-4,-4,-4,1,1,1,0,2,4,87000,2,2,5120,-4,5120,5120,-4,1,1,2,7,2,3,497763,2,1,5120,-4,-4,-4,-4,1,1,2,2,2,2,143502,2,1,120,3260,-4,-4,-4,1,1,2,0,2,3,922631,2,1,120,3260,-4,-4,-4,-4,0,2,2,-3,2,0,120,2060,-4,-4,-4,1,0,2,2,773981,2,0
-4,-4,28,3,5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4700,7020,-4,-4,-4,1,3,3,0,2,1,17721,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,29,7,5,2,120,-4,-4,-4,-4,1,3,1,0,2,2,144500,47,3,0,4150,-4,-4,-4,-4,1,2,2,0,2,2,113000,3,0,4150,-4,-4,-4,-4,1,1,1,0,2,2,53410,3,0,4150,-4,-4,-4,-4,1,1,3,0,2,2,-2,3,0,-4,-4,-4,-4,-4,1,1,2,0,2,2,36604,3,0,-4,-4,-4,-4,-4,-4,0,2,2,61404,3,0,-4,-4,-4,-4,-4,1,0,2,2,58456,2,0
0,-4,30,7,5,2,-4,-4,-4,-4,-4,1,3,1,0,1,4,48000,49,-4,2,-4,-4,-4,-4,-4,4,3,1,0,2,5,-2,-4,3,-4,-4,-4,-4,-4,1,1,1,1,2,5,34084,-4,3,-4,-4,-4,-4,-4,4,1,1,0,2,4,21882,-4,2,-4,-4,-4,-4,-4,4,1,1,0,2,3,0,-4,1,-4,-4,-4,-4,-4,-4,1,2,3,19200,-4,1,-4,-4,-4,-4,-4,4,0,2,3,-3,-4,1
0,-4,31,19,4,1,7120,-4,-4,-4,-4,3,1,1,1,2,4,76000,44,3,2,5240,-4,-4,-4,-4,3,1,1,1,2,3,37641,2,1,5240,-4,-4,-4,-4,3,1,1,1,2,3,74000,2,1,3920,5240,-4,-4,-4,3,1,1,0,2,3,51000,2,1,3920,3920,-4,-4,-4,3,1,1,0,2,2,68000,2,0,3730,-4,-4,-4,-4,-4,2,2,2,89000,2,0,3730,-4,-4,-4,-4,1,0,2,2,55921,3,0
0,-4,32,19,8,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2320,4760,-4,-4,-4,3,3,3,2,2,2,440692,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,33,19,4,1,-4,-4,-4,-4,-4,3,5,2,28,2,1,6684,45,3,0,-4,-4,-4,-4,-4,3,5,5,3,2,1,84816,3,0,-4,-4,-4,-4,-4,3,5,5,4,1,1,0,3,0,-4,-4,-4,-4,-4,4,5,5,14,2,1,9972,3,0,-4,-4,-4,-4,-4,2,3,3,7,2,1,4176,3,0,-4,-4,-4,-4,-4,-4,6,1,1,-3,3,0,-4,-4,-4,-4,-4,1,0,2,1,-3,3,0
0,-4,34,3,1,1,1920,600,1810,-4,-4,1,4,5,0,2,5,45600,49,2,3,430,-4,-4,-4,-4,1,5,5,1,2,1,30000,2,0,7200,430,-4,-4,-4,1,2,3,0,2,1,53000,2,0,7200,-4,-4,-4,-4,1,4,4,1,2,1,-2,2,0,-4,-4,-4,-4,-4,1,4,5,1,2,1,24000,2,0,-4,-4,-4,-4,-4,-4,3,2,1,36912,2,0,-4,-4,-4,-4,-4,1,2,2,1,-3,2,0
-4,-4,35,3,5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,36,3,1,1,6230,-4,-4,-4,-4,3,5,5,0,2,1,30000,45,2,0,6230,-4,-4,-4,-4,3,5,5,0,2,2,-2,2,0,6260,-4,-4,-4,-4,4,5,5,0,2,2,66510,2,0,6260,-4,-4,-4,-4,4,5,5,0,2,1,28000,2,0,6260,-4,-4,-4,-4,4,5,5,0,2,1,65000,2,0,7340,6260,-4,-4,-4,-4,0,2,1,-3,2,0,7340,-4,-4,-4,-4,4,0,2,1,-3,2,0
0,-4,37,6,5,2,5700,-4,-4,-4,-4,1,4,5,0,2,3,128400,49,2,1,5700,-4,-4,-4,-4,1,3,3,0,2,3,168000,2,1,5700,-4,-4,-4,-4,1,1,1,0,2,3,124100,2,1,5700,-4,-4,-4,-4,1,1,4,0,1,3,165300,2,1,800,-4,-4,-4,-4,1,1,5,0,2,2,180000,2,0,800,-4,-4,-4,-4,-4,-4,-4,2,89000,3,0,-4,-4,-4,-4,-4,4,0,1,4,55094,3,1
0,-4,38,6,5,2,620,-4,-4,-4,-4,1,2,5,2,2,2,127000,45,2,0,620,-4,-4,-4,-4,1,4,4,1,2,2,112500,2,0,620,-4,-4,-4,-4,1,2,2,0,2,2,128000,2,0,620,-4,-4,-4,-4,1,4,4,0,1,2,126000,2,0,430,-4,-4,-4,-4,1,4,5,0,2,2,165040,2,0,430,-4,-4,-4,-4,-4,0,2,2,169000,2,0,5400,430,-4,-4,-4,1,0,2,2,110000,2,0
0,-4,39,3,1,1,20,-4,-4,-4,-4,4,1,1,1,2,3,-1,49,2,1,20,-4,-4,-4,-4,1,1,1,0,2,3,75000,2,1,20,-4,-4,-4,-4,3,2,2,0,2,3,94000,2,1,20,-4,-4,-4,-4,3,2,1,0,2,3,100000,2,1,20,-4,-4,-4,-4,4,1,1,1,2,3,88000,2,1,20,-4,-4,-4,-4,-4,1,2,3,-3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,40,12,2,1,620,620,-4,-4,-4,3,1,1,0,2,3,153000,48,2,1,8600,620,-4,-4,-4,1,1,1,0,2,4,147693,2,2,8600,-4,-4,-4,-4,3,1,5,0,2,4,158110,2,2,4620,620,-4,-4,-4,3,1,1,0,2,4,193220,2,2,4620,-4,-4,-4,-4,3,1,1,0,2,4,194600,2,2,4760,4850,-4,-4,-4,-4,0,2,4,205000,2,2,4430,-4,-4,-4,-4,1,1,2,4,152150,2,2
0,-4,41,12,2,1,4700,-4,-4,-4,-4,4,1,1,0,2,4,103000,45,2,2,4700,-4,-4,-4,-4,3,1,1,0,2,4,134000,2,2,4700,-4,-4,-4,-4,4,2,3,0,2,4,136500,2,2,50,-4,-4,-4,-4,3,5,1,0,2,4,149000,2,2,50,-4,-4,-4,-4,3,2,2,0,2,4,177000,2,2,20,-4,-4,-4,-4,-4,0,2,4,224000,2,2,20,-4,-4,-4,-4,4,0,2,4,250000,2,2
0,-4,42,28,1,1,7210,-4,-4,-4,-4,1,5,5,4,2,5,101000,44,2,3,7210,-4,-4,-4,-4,1,4,4,7,2,5,103000,2,3,7210,-4,-4,-4,-4,1,4,4,0,2,6,159000,2,3,7210,-4,-4,-4,-4,1,3,3,0,2,6,120000,2,3,7210,-4,-4,-4,-4,3,3,3,0,2,4,121250,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,43,28,6,2,-4,-4,-4,-4,-4,1,5,5,7,2,4,5676,46,2,3,-4,-4,-4,-4,-4,1,3,3,7,2,4,4800,2,3,-4,-4,-4,-4,-4,1,5,5,7,2,4,8016,2,3,-4,-4,-4,-4,-4,1,5,5,3,1,5,9252,2,3,-4,-4,-4,-4,-4,1,5,5,7,2,5,26120,2,3,-4,-4,-4,-4,-4,-4,-4,-4,3,7220,2,1,-4,-4,-4,-4,-4,1,0,2,3,-3,2,1
0,-4,44,3,5,2,5860,-4,-4,-4,-4,4,1,1,1,2,2,-2,46,3,0,5860,-4,-4,-4,-4,3,1,1,1,2,2,179120,2,0,5860,-4,-4,-4,-4,3,1,1,0,2,2,-2,2,0,5860,-4,-4,-4,-4,3,1,1,0,2,2,245000,2,0,5860,-4,-4,-4,-4,3,1,1,1,1,2,223680,2,0,5860,-4,-4,-4,-4,-4,-4,-4,2,-3,2,0,5860,-4,-4,-4,-4,1,0,2,2,-3,2,0
-4,-4,45,5,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,1993,46,5,5,2,3130,-4,-4,-4,-4,1,3,3,0,2,4,-2,45,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,47,3,1,1,7330,-4,-4,-4,-4,1,2,2,0,2,1,68000,48,2,0,7140,-4,-4,-4,-4,1,2,2,0,2,1,68000,2,0,7140,-4,-4,-4,-4,1,1,1,0,2,2,165000,2,0,7140,-4,-4,-4,-4,1,2,2,1,2,2,185000,2,0,7310,-4,-4,-4,-4,1,1,1,0,1,2,200660,2,0,7310,-4,-4,-4,-4,-4,0,2,2,218000,2,0,-4,-4,-4,-4,-4,4,0,2,2,176700,2,0
-4,-4,48,5,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,49,6,5,2,5120,-4,-4,-4,-4,1,2,3,0,2,3,107100,49,3,1,5120,4920,-4,-4,-4,1,2,3,0,2,3,115000,3,1,5120,4920,-4,-4,-4,1,1,5,0,2,3,133115,3,1,4920,4920,4920,-4,-4,1,2,2,0,2,2,84500,3,0,4920,-4,-4,-4,-4,4,3,5,0,2,2,100506,3,0,5120,-4,-4,-4,-4,-4,0,2,2,172164,3,0,5120,-4,-4,-4,-4,4,0,2,2,93294,3,0
0,-4,50,6,5,2,5700,-4,-4,-4,-4,1,1,4,0,2,4,100440,49,2,2,5700,-4,-4,-4,-4,1,1,1,2,2,4,104500,2,2,5700,-4,-4,-4,-4,4,2,4,0,2,4,119800,2,2,5700,-4,-4,-4,-4,1,2,5,1,2,4,135000,2,2,5700,-4,-4,-4,-4,1,2,2,0,2,3,140000,2,1,5700,-4,-4,-4,-4,-4,0,2,3,-3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,51,6,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,52,5,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,10,2710,10,-4,-4,4,5,5,3,2,1,497763,2,0,50,-4,-4,-4,-4,4,5,5,0,2,1,-2,2,0,50,-4,-4,-4,-4,3,5,5,1,2,1,255000,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,50,-4,-4,-4,-4,3,2,2,1,-3,2,0
0,-4,53,19,4,1,4230,4220,-4,-4,-4,4,4,4,1,2,1,9749,44,1,0,7010,4230,-4,-4,-4,1,2,2,1,2,1,13269,1,0,1100,-4,-4,-4,-4,1,0,0,2,2,1,9960,3,0,-4,-4,-4,-4,-4,-2,5,5,3,1,1,9528,3,0,-4,-4,-4,-4,-4,1,5,5,0,2,1,8730,3,0,-4,-4,-4,-4,-4,4,14,2,1,10476,3,0,-4,-4,-4,-4,-4,1,14,2,1,12336,3,0
0,-4,54,22,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6730,9130,9130,9130,-4,4,5,5,5,1,2,40000,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6730,-4,-4,-4,-4,4,5,5,4,1,2,44000,2,0,6730,-4,-4,-4,-4,3,5,5,2,1,2,42000,2,0,6730,-4,-4,-4,-4,-4,-4,-4,2,-3,2,0,6730,-4,-4,-4,-4,4,0,2,2,55500,2,0
-4,-4,55,12,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,56,12,5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,57,5,5,2,50,4620,-4,-4,-4,1,2,2,0,2,4,102000,49,2,2,4010,-4,-4,-4,-4,3,1,1,0,2,3,61712,2,2,4010,50,4620,-4,-4,4,1,1,0,2,3,46833,2,2,5400,4010,-4,-4,-4,3,1,1,0,1,3,39544,2,2,2720,5700,50,5400,-4,3,2,2,0,2,3,52000,2,2,50,5700,2720,2630,1810,-4,1,2,1,84000,2,0,2720,2630,2820,5700,-4,1,0,1,1,61000,2,0
0,-4,58,3,5,2,4710,-4,-4,-4,-4,4,2,2,0,2,3,-2,50,2,1,230,10,-4,-4,-4,4,2,3,0,2,3,154000,2,1,230,10,-4,-4,-4,4,2,2,0,2,3,56312,2,1,230,-4,-4,-4,-4,4,2,2,0,2,3,163160,2,1,230,5930,-4,-4,-4,4,1,1,0,2,2,177532,2,0,230,5930,120,-4,-4,-4,0,2,2,227300,2,0,230,-4,-4,-4,-4,3,0,2,2,150000,2,0
0,-4,59,28,1,1,8260,-4,-4,-4,-4,1,0,0,0,2,2,-2,48,2,0,8260,-4,-4,-4,-4,1,0,0,0,2,2,-2,2,0,8260,-4,-4,-4,-4,1,0,0,0,1,2,-2,2,0,8260,-4,-4,-4,-4,4,0,0,0,2,2,-2,2,0,8260,-4,-4,-4,-4,4,5,5,0,2,2,-2,2,0,8260,-4,-4,-4,-4,-4,0,2,2,-3,2,0,7240,-4,-4,-4,-4,1,0,2,2,-3,2,0
-4,-4,60,28,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,1,0,0,0,2,3,191000,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,61,22,5,2,1010,-4,-4,-4,-4,1,1,1,10,2,5,165000,45,2,3,-4,-4,-4,-4,-4,1,1,1,0,2,5,122750,2,3,-4,-4,-4,-4,-4,1,1,1,0,2,4,121515,2,2,-4,-4,-4,-4,-4,1,1,1,0,2,5,140000,2,3,-4,-4,-4,-4,-4,1,1,1,0,2,5,130000,2,3,540,4250,-4,-4,-4,-4,0,2,4,148000,2,2,540,-4,-4,-4,-4,1,0,2,3,263000,2,1
0,-4,62,6,5,2,5700,5120,-4,-4,-4,1,2,5,2,2,4,37400,43,2,3,5700,-4,-4,-4,-4,1,2,5,5,2,4,46034,2,3,5700,-4,-4,-4,-4,1,4,4,3,2,4,59000,2,3,5700,-4,-4,-4,-4,1,2,5,0,2,4,58000,2,3,5500,-4,-4,-4,-4,1,2,5,0,2,4,65000,2,3,120,5700,-4,-4,-4,-4,7,2,5,50000,2,3,5510,2150,810,120,-4,4,0,2,2,47000,2,1
0,-4,63,5,1,1,110,-4,-4,-4,-4,1,4,4,7,2,4,235000,48,3,2,110,-4,-4,-4,-4,3,3,3,0,1,4,440692,3,2,430,-4,-4,-4,-4,1,3,5,0,2,4,497763,3,2,110,-4,-4,-4,-4,3,3,3,0,2,3,595986,3,1,430,-4,-4,-4,-4,3,3,3,0,2,3,922631,3,1,430,-4,-4,-4,-4,-4,-4,-4,2,803437,3,0,430,-4,-4,-4,-4,4,0,2,2,220000,2,0
-4,-4,64,5,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,65,5,5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,66,3,1,1,6320,6200,-4,-4,-4,1,2,2,0,2,1,-1,44,2,0,6320,-4,-4,-4,-4,3,3,3,5,2,1,-1,2,0,6320,-4,-4,-4,-4,1,2,2,0,2,2,0,3,0,-4,-4,-4,-4,-4,3,3,5,0,2,2,0,3,0,-4,-4,-4,-4,-4,3,3,3,7,2,2,-1,3,0,-4,-4,-4,-4,-4,-4,2,2,2,-3,3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,67,3,1,1,840,-4,-4,-4,-4,3,2,3,0,2,4,454737,50,2,2,840,-4,-4,-4,-4,1,2,3,0,2,4,-2,2,2,840,-4,-4,-4,-4,1,3,4,0,1,4,-2,2,2,840,-4,-4,-4,-4,1,3,4,0,2,4,595986,2,2,840,-4,-4,-4,-4,1,3,4,0,2,3,922631,2,1,2200,-4,-4,-4,-4,-4,0,2,2,803437,3,0,2200,-4,-4,-4,-4,1,0,2,2,773981,3,0
0,-4,68,3,5,2,-4,-4,-4,-4,-4,3,1,1,1,2,5,-2,45,2,3,-4,-4,-4,-4,-4,3,2,2,0,1,5,440692,2,3,-4,-4,-4,-4,-4,3,1,2,1,2,5,497763,2,3,-4,-4,-4,-4,-4,3,1,3,0,1,5,270000,2,3,-4,-4,-4,-4,-4,3,1,2,0,1,4,-2,2,2,3030,-4,-4,-4,-4,-4,-4,-4,2,-3,2,0,3030,-4,-4,-4,-4,3,0,2,2,301000,2,0
0,-4,69,29,1,1,5000,-4,-4,-4,-4,3,2,2,0,2,2,165250,43,2,0,5000,-4,-4,-4,-4,3,2,2,0,2,2,186150,2,0,10,5000,-4,-4,-4,4,2,3,0,2,2,205200,3,0,10,-4,-4,-4,-4,3,2,2,0,2,4,185075,3,2,10,-4,-4,-4,-4,3,2,2,0,2,4,163150,3,2,10,-4,-4,-4,-4,-4,0,2,4,185200,3,2,10,-4,-4,-4,-4,3,0,2,2,230000,3,0
1,2000,70,3,1,1,-4,-4,-4,-4,-4,1,1,1,0,2,3,-1,47,3,1,9620,9620,-4,-4,-4,1,1,1,1,2,1,-2,3,0,9620,9620,-4,-4,-4,1,1,1,0,2,1,40000,3,0,9620,9620,-4,-4,-4,1,1,1,0,1,1,34000,3,0,9620,9620,-4,-4,-4,3,1,1,0,2,1,42580,3,0,9620,-4,9620,9620,-4,-4,0,2,1,78000,3,0,9620,-4,9620,-4,-4,3,0,2,1,-3,2,0
-4,-4,71,3,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2100,-4,-4,-4,-4,3,2,2,0,2,4,-1,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2100,-4,-4,-4,-4,-1,-1,-1,-1,-1,3,-1,2,2,2100,-4,-4,-4,-4,-1,-1,-1,-1,-1,3,-1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2100,2100,-4,-4,-4,4,0,2,3,-3,2,1
0,-4,72,3,5,2,800,-4,-4,-4,-4,4,4,3,0,2,1,41000,48,2,0,5120,800,-4,-4,-4,3,2,2,0,2,1,55720,2,0,800,-4,-4,-4,-4,4,3,2,0,1,1,42025,2,0,800,-4,-4,-4,-4,3,4,4,0,2,1,46050,2,0,800,-4,-4,-4,-4,3,3,3,0,1,1,44500,2,0,800,-4,-4,-4,-4,-4,0,2,1,52100,2,0,800,-4,-4,-4,-4,3,0,2,1,-3,2,0
0,-4,73,3,1,1,50,-4,-4,-4,-4,1,1,3,10,2,1,150000,44,2,0,4960,50,-4,-4,-4,1,1,3,0,2,4,210500,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4960,-4,-4,-4,-4,1,1,3,0,2,4,595986,2,2,4960,-4,-4,-4,-4,1,1,2,0,2,4,922631,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4850,4960,-4,-4,-4,1,0,2,4,345000,2,2
