"PUBID","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH"
244,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
245,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
246,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4
247,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
248,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
249,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
250,-4,-5,-5,-5,-4,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5
251,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
252,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
253,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
254,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
255,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4
256,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
257,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,3,3
258,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1
259,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
260,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
261,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
262,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,1,1,-5,0
263,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-5,-4
264,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2
265,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
266,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
267,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
268,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,0,1,1,1,2,3
269,-4,-5,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
270,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,2,2,3,3
271,-4,-4,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3
272,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,1,1
273,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,1,1,-5,1
274,-4,-4,-5,-5,1,1,1,1,1,1,1,2,2,2,2,-5,-5
275,-4,-4,-4,-4,-4,0,1,2,2,2,-5,2,2,2,2,-5,0
276,-4,-4,-4,-4,-4,-4,-5,1,1,1,2,2,2,-5,2,3,-5
277,-4,-4,-4,-5,-4,-4,-4,-4,-5,-5,-5,-5,-4,-5,-5,-5,-5
278,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,1
279,-4,-4,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-5,-5
280,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-5,-4,-5,-5,1
281,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0
282,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,1,1,1,1,0,0,0
283,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
284,-4,-4,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
285,-4,-4,-4,-4,-4,-4,-4,1,1,-5,-5,1,1,2,2,1,1
286,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2,2,2,2
287,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,1
288,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1
289,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,1,1
290,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1
291,-4,-4,-4,1,1,1,1,2,2,2,2,3,1,1,1,1,1
292,-4,-4,-4,-4,1,1,1,1,1,1,1,1,1,1,1,1,1
293,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
294,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2
295,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
296,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2
297,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-4,-4,-4,-4,-4,-5
298,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
299,-4,-4,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
300,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2,3
301,-4,-4,-4,-4,-5,-5,-5,-5,-4,-5,-5,-4,-4,-5,-4,-5,-5
302,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
303,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-5,-4,-4,-4,-4,-4,-4
304,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4
305,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,1,1,1,2,2
306,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-5,1,2,2,2,2,3
307,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
308,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-5,-4,-4,-4,-4,-5,-5
309,-4,-4,-4,-4,-4,-5,-5,-5,-4,-4,-5,1,1,1,1,3,3
310,-4,-4,-4,-5,-5,-5,-5,-5,-5,-4,-5,1,2,2,-5,-5,-5
311,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,1
312,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,1
313,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,3
314,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5
315,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,0,1
316,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-4,-4,-4,-5,-5,-5,-5
317,-4,-4,-4,-4,-5,-5,2,2,2,2,2,2,2,-5,-5,-5,-5
318,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
319,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
320,-4,-5,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4
321,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2,0,0
322,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
323,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
324,-4,-4,-4,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
325,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
326,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,1
327,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2
328,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
329,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4
330,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
331,-4,-5,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
332,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
333,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
334,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4
335,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,-5,-5,-4,-5,-5,-4,-5
336,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2
337,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
338,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,1,1
339,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
340,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
341,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
342,-4,-4,-4,-4,1,2,2,2,3,0,0,0,0,0,0,0,0
343,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
344,-4,-4,-4,-5,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4
345,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
346,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-5,-4,-4,-4,-4,1,1
347,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4
348,-4,-4,-4,-4,-4,-4,1,1,2,2,2,2,2,3,3,-5,3
349,-4,-4,-4,-4,-4,-4,-4,-4,1,0,0,0,0,0,0,-5,0
350,-4,-4,-4,-4,-4,1,1,2,2,2,-5,2,2,2,2,2,-5
351,-4,-4,-4,-4,1,1,-5,-5,-5,2,-5,2,-5,-5,3,3,3
352,-4,-4,-5,1,1,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5
353,-4,-5,1,1,1,2,2,2,3,3,-5,-5,3,-5,-5,-5,-5
354,-4,-4,-4,-4,1,-3,-5,-5,-5,-5,1,1,1,1,1,1,1
355,-4,-4,-5,1,2,2,3,3,3,3,3,3,3,3,3,3,3
356,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
357,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
358,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2
359,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,2,2,2
360,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-5,-4,-4,-4,1,2
361,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
362,-4,-4,-4,1,1,1,2,2,3,4,4,4,4,4,4,4,4
363,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2,2,2
364,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-5,-5,-5
365,-4,-4,1,1,2,2,2,3,3,3,4,4,4,0,0,0,1
366,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
367,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
368,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2
369,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
370,-4,-4,-4,-4,-4,0,0,-5,-5,-5,-5,-5,0,0,0,0,0
371,-4,-4,-4,1,2,-5,-5,3,3,-5,4,4,4,5,5,5,-5
372,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
373,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
374,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-5,-4
375,-4,-4,-5,-4,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4
376,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
377,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,1,1,1,1,1,1
378,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
379,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
380,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5
381,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,-5
382,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,1,1,1
383,-4,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
384,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
385,-4,-4,-4,-4,-4,-4,-4,1,1,1,0,0,0,1,2,2,0
386,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
387,-4,-4,-4,-4,-4,-4,1,1,2,2,2,2,2,3,3,3,3
388,-4,-4,-4,-4,-4,1,2,2,2,3,-5,3,3,4,4,-5,4
389,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5
390,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,2,2,3,3
391,-4,-4,-4,-5,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
392,-4,-4,-4,-4,-4,1,1,1,1,2,2,2,2,2,2,2,-5
393,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
394,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
395,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
396,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
397,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,-4,-4
398,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
399,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
400,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-5,2
401,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-4,-4,-4,-4,-4,-4,-4
402,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
403,-4,-4,-4,-4,-4,-4,1,1,1,1,1,2,2,2,2,3,3
404,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2,2,3,3
405,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
406,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-4
407,-4,-4,-4,-4,-4,1,1,1,2,2,2,3,3,4,4,5,5
408,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
409,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
410,-4,-4,1,1,2,0,0,0,0,0,0,0,-5,-5,-5,0,-5
411,-4,-4,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3
412,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
413,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
414,-4,-4,-4,-5,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
415,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
416,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,2
417,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,1
418,-4,-5,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
419,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
420,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1
421,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-5,2
422,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
423,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
424,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
425,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2,2,2
426,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
427,-4,-4,-4,-5,-5,1,0,-5,-5,-5,-5,-5,-5,0,-5,2,2
428,-4,-4,-4,-4,-5,-4,-4,1,1,-5,2,-5,3,3,4,-5,4
429,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
430,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5
431,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5
432,-4,-4,-4,-4,-4,-4,-5,-5,-5,2,2,2,2,2,2,2,2
433,-4,-4,-4,-4,-4,-5,-4,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4
434,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4
435,-4,-4,-4,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,1,1,2,2
436,-4,-5,-5,-5,-5,-5,-5,-5,-5,2,2,2,3,3,3,4,4
437,-4,-4,-4,-4,-4,1,1,2,2,2,2,3,3,3,3,3,3
438,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1
439,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2
440,-4,0,2,1,-3,-3,1,2,-3,0,0,0,0,0,0,0,0
441,-4,0,0,1,1,-3,-3,-3,0,0,0,1,0,1,1,1,0
442,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4
443,-4,-4,-4,-4,-4,1,1,1,0,-5,1,1,1,1,1,2,3
444,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,1,1,2,2
445,-4,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
446,-4,-4,-4,-4,1,1,1,2,2,2,0,4,4,4,4,4,4
447,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
448,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1
449,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
450,-4,-5,-4,1,1,1,1,1,1,2,2,2,2,2,2,2,2
451,-4,-5,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,0,0,0
452,-4,-5,2,-5,-5,-5,4,4,5,5,5,6,6,6,6,4,4
453,-4,-5,-4,-5,-5,-5,-4,-4,-4,-4,-4,-4,1,1,2,2,2
454,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
455,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-5,1
456,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
457,-4,-4,-4,1,1,1,1,1,0,0,0,0,0,0,1,2,2
458,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1
459,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
460,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,2,2,2
461,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,1
462,-4,-4,-4,-4,-4,1,1,1,1,2,2,3,3,3,4,4,4
463,-4,-4,-4,-4,-4,-4,-4,-4,1,2,2,0,0,0,0,0,0
464,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,1,1
465,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,2,2,2,2
466,-4,-4,-4,-4,-4,-4,-4,1,-5,2,2,2,2,2,2,2,2
467,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,2,2,2,2
468,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2,2,3,3
469,-4,-4,-4,-4,-4,1,1,1,2,2,2,3,3,3,3,3,3
470,-4,-4,-4,-4,1,1,1,2,2,2,3,3,3,3,3,3,3
471,-4,-4,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
472,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
473,-4,-5,1,2,2,-5,2,2,2,3,3,3,3,3,3,3,3
474,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1
475,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
476,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,2,3,3,0
477,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2,2,2,2,2,2
478,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2,2,2,2,2
479,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1
480,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
481,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,0,0,-5,0,1,1
482,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
483,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
484,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
485,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
486,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-5,-5,-5
487,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
488,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,2,2,3
489,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-5,-5,-5
490,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
491,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
492,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
493,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-5
494,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
495,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
496,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,1,2,2
497,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5
498,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-5
499,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
500,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
501,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
502,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
503,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
504,-4,-4,-4,-4,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,-5,-4
505,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,-5,-4,-4,-4,-4,-5,-5
506,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
507,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
508,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
509,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
510,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4
511,-4,-4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
512,-4,-4,-4,-4,1,1,2,2,2,-5,3,3,3,3,3,3,3
513,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2,2,3,0,1
514,-4,-5,-5,-5,-5,-5,-5,-5,-5,2,2,2,2,-5,2,-5,-5
515,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
516,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,0,0,0,0
517,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,1
518,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
519,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4
520,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
521,-4,-4,-4,-4,-4,1,-3,2,2,0,0,0,0,0,0,0,0
